week_number,reward_card_nbr,sales
17,15039702,165.20
17,12024125,29.85
17,9788057,163.25
17,13847146,44.89
17,13214144,154.62
17,22673407,228.36
17,9996003,212.88
17,87001737,75.21
17,17433108,57.86
17,30290233,13.17
17,80894125,67.64
17,62541809,35.74
17,10557027,133.26
17,13011038,269.54
17,14144787,222.63
17,9610473,107.33
17,11174512,210.32
17,63795901,245.75
17,8490963,198.36
17,10794913,18.86
17,10504149,121.45
17,11744507,83.81
17,11960231,222.52
17,31129941,134.60
17,10973154,277.83
17,15121704,30.25
17,89565930,260.85
17,13568106,173.34
17,82212937,173.45
17,87343195,130.49
17,8852629,92.23
17,77357693,52.69
17,9345130,16.87
17,32806122,42.87
17,92064982,99.27
17,13952993,106.21
17,49429822,107.65
17,9513063,40.02
17,51220836,69.45
17,10274339,533.58
17,101983104,117.36
17,8372650,116.78
17,63307415,206.62
17,54367865,117.93
17,50083435,23.18
17,12173360,128.02
17,12498275,254.66
17,12263389,237.90
17,24820208,195.80
17,47324539,162.19
17,15521386,67.22
17,11816511,282.99
17,15384077,8.55
18,56277048,131.26
18,74388726,129.83
18,68050000,54.98
18,41411223,76.88
18,34041435,231.94
18,58573957,144.52
18,55080020,117.58
18,77240182,8.13
18,37624563,35.47
18,58721105,97.90
18,9282145,131.54
18,13133208,150.79
18,12990567,46.72
18,12632089,66.61
18,11041780,52.41
18,11109517,376.39
18,13251110,61.76
18,14427003,367.88
18,11486310,171.34
18,9702496,95.66
18,8133423,229.64
18,8278146,36.96
18,60940394,203.37
18,13341075,146.24
18,8846235,171.07
18,55978482,233.34
18,14131815,92.03
18,16382181,106.74
18,22812894,18.83
18,31997695,162.36
18,11357607,179.77
18,12689155,60.18
18,59085128,65.91
18,64329534,97.41
18,84695460,76.40
18,9326832,96.73
18,10480373,77.79
18,47476347,63.04
18,62915516,174.78
18,11328085,79.04
18,15139672,208.72
18,54019411,197.72
18,8405925,148.04
18,52045824,82.67
18,12167163,32.30
18,38366977,99.10
18,14120829,92.12
18,73441505,464.01
18,54009701,201.12
18,10879313,23.77
18,21271588,18.27
18,15991649,183.77
18,87915955,318.64
18,40069495,108.45
18,11803496,150.88
18,44986623,112.65
18,13675934,185.18
18,35481848,97.67
18,13801893,80.88
18,45446446,409.18
18,54092527,288.17
18,7855782,64.06
18,78918191,118.09
18,10690280,186.46
18,78279291,68.01
18,13823174,84.78
18,89391333,63.84
18,81889790,241.63
18,11329683,74.07
18,9147283,226.35
18,10922656,140.80
18,20006443,231.55
18,11582259,294.26
18,11378986,84.47
18,8752441,233.52
18,10742768,305.99
18,23223778,211.77
18,88492730,192.02
18,90259384,26.30
18,23926640,73.51
18,42720094,167.81
18,14471646,153.14
18,12975574,33.61
18,15010580,165.92
18,11931553,194.62
18,12276808,294.49
18,14252062,99.06
18,53877459,96.83
18,9649442,96.95
18,54476283,271.78
18,64310721,40.51
18,13470064,43.44
18,13157479,179.56
18,9610473,53.43
18,101590340,81.80
18,60754160,128.76
18,13759346,100.63
18,10499426,233.83
18,94913435,286.72
18,9932753,85.18
18,97706227,161.02
18,71303070,199.31
18,86413023,320.06
18,7839725,16.52
18,57695589,7.93
18,11960231,230.14
18,31129941,105.22
18,11878110,117.27
18,9848616,235.67
18,77357693,154.51
18,71584545,298.77
18,92028400,201.88
18,9950095,181.40
18,8687701,33.72
18,22719786,13.61
18,41326464,93.00
18,12251190,66.36
18,89852851,81.72
18,13268519,252.64
18,17602171,35.68
18,14204765,1991.84
18,7716508,306.94
18,14552601,161.31
18,15395385,405.31
18,24649432,341.26
18,11067753,59.85
18,10223493,95.88
18,11674445,124.40
18,13224731,125.76
18,90229447,85.40
18,11218687,47.04
18,43555376,218.10
18,11845947,52.53
18,97384128,4.72
18,61370808,125.74
18,13701706,72.47
18,62136764,99.64
18,11908900,243.21
18,7704744,136.98
18,10579353,45.64
18,18953840,23.80
18,78829303,149.64
18,9838627,180.96
18,32196813,42.97
18,13928642,500.94
18,15420725,88.98
18,12931175,338.65
18,15121704,86.21
18,9628347,80.53
18,62393271,241.39
18,10355386,25.19
18,30060925,158.96
18,8830411,288.31
18,93757878,479.78
18,73377753,196.79
18,11037027,266.17
18,8575308,155.57
18,13568106,32.32
18,82212937,205.15
18,14381140,27.73
18,67539320,209.69
18,9085314,81.99
18,13699677,47.78
18,93994544,19.16
18,9323220,201.54
18,8287204,58.68
18,29599968,34.11
18,8509351,69.38
18,15372549,60.65
18,10794913,41.90
18,63795901,251.85
18,28484395,45.88
18,8490963,295.93
18,22682929,91.61
18,76752035,268.84
18,58602154,61.26
18,82083668,215.45
18,31905618,44.76
18,43768170,86.67
18,13536772,343.11
18,7583936,183.52
18,8996731,73.38
18,8743166,65.63
18,15504309,175.01
18,95118907,116.40
18,15384077,113.82
18,11816511,188.36
18,83064129,186.52
18,32391544,66.95
18,67094637,131.91
18,12393851,28.93
18,10585227,153.43
18,18051410,55.64
18,7811742,99.17
18,11523951,319.03
18,12543265,181.63
18,97412762,133.21
18,9519614,107.90
18,8700646,340.53
18,13808295,87.84
18,13923568,12.55
18,11013729,221.26
18,22848448,156.14
18,30049632,174.00
18,13649049,73.95
18,102024817,308.96
18,8323387,87.83
18,60968749,110.04
18,8768248,250.67
18,9980921,231.49
18,94596773,327.88
18,63856621,178.27
18,12681339,243.36
18,82227999,183.07
18,84837977,210.77
18,11433249,168.75
18,15367160,267.98
18,61547463,296.60
18,15835297,83.21
18,53564215,272.73
18,70971352,158.13
18,11861028,29.40
18,7566457,53.73
18,13265508,160.31
18,95046637,24.68
18,86866047,117.66
18,7900364,465.71
18,14015268,114.57
18,75652352,100.48
18,38723869,179.50
18,14836260,276.74
18,14742634,166.88
18,13637858,128.85
18,22671850,58.47
18,51879161,35.44
18,14606280,18.95
18,11199475,363.10
18,8480685,444.83
18,88303851,92.01
18,11744507,87.20
18,8621924,122.12
18,87343195,150.45
18,9996003,182.70
18,52249813,80.47
18,22673407,119.17
18,13847146,254.71
18,17433108,46.29
18,8258326,53.12
18,8956455,76.12
18,30290233,53.51
18,72723015,230.34
18,73787395,246.67
18,92971043,294.67
18,7787431,162.39
18,9825558,111.59
18,37692785,58.08
18,55881395,110.04
18,79482416,50.74
18,9869535,63.17
18,54517034,138.90
18,87983701,273.25
18,10704798,50.50
18,75451347,95.15
18,48816816,25.37
18,50785918,118.64
18,19103907,144.02
18,49019440,16.36
18,19503242,16.43
18,10354456,163.48
18,8023892,175.07
18,10650123,30.28
18,8422651,171.92
18,40721735,325.25
18,52933293,30.25
18,40598203,179.21
18,14500728,200.45
18,23008759,149.05
18,15033605,55.69
18,66123565,187.44
18,81258180,57.04
18,48558793,83.26
18,12626724,259.20
18,13769019,306.76
18,46161729,308.14
18,10975279,92.57
18,9861989,117.48
18,62085417,130.66
18,79510829,59.47
18,9336792,122.55
18,15180194,92.58
18,45191052,30.85
18,13500824,137.95
18,10430875,30.16
18,13901470,72.20
18,83396158,10.99
18,73622081,42.84
18,10086814,73.11
18,67103224,151.65
18,24800209,65.79
18,7637615,118.56
18,9196906,122.22
18,15415464,197.98
18,14784222,88.49
18,14688763,53.56
18,11561066,114.95
18,13365505,201.51
18,10636327,227.03
18,72729563,114.36
18,42587399,187.77
18,9146752,115.78
18,31449475,465.04
18,9949103,189.10
18,9395897,116.47
18,9816405,13.25
18,26992862,123.35
18,28606635,153.21
18,14458372,262.40
18,74854791,203.07
18,97823952,174.98
18,20412094,108.30
18,13127251,51.92
18,13761190,94.79
18,9863244,175.89
18,87247513,237.75
18,14896803,83.81
18,10338530,170.77
18,12843765,314.50
18,9486307,48.67
18,8200713,105.64
18,11918805,229.50
18,90541255,168.08
18,23347855,21.77
18,77812398,127.56
18,10171951,83.49
18,20332181,69.83
18,10079019,262.36
18,86407981,325.90
18,14064796,77.01
18,8728067,43.00
18,86727147,133.49
18,8552374,251.66
18,71460984,129.11
18,48655120,41.86
18,53076874,143.09
18,8509496,24.97
18,7623611,206.38
18,8526207,52.56
18,14168148,212.46
18,7999293,121.93
18,50083435,312.56
18,63847148,146.40
18,78041519,42.83
18,11355906,67.62
18,62860718,165.77
18,14910291,147.52
18,56642570,165.08
18,9479321,115.93
18,7919839,101.49
18,15011149,210.38
18,14723773,46.74
18,10595020,106.66
18,9446064,316.40
18,13089683,36.36
18,67566403,4.13
18,10094809,86.26
18,10542779,108.54
18,26706733,211.70
18,10674107,74.22
18,73291287,62.04
18,10107347,241.49
18,80818097,92.39
18,87613961,69.59
18,11305305,212.60
18,11315107,116.47
18,13746267,235.18
18,12674613,214.50
18,55976302,242.60
18,46259511,17.84
18,11121749,47.08
18,12361013,186.21
18,15022294,142.37
18,82338311,138.61
18,83416864,143.17
18,72350459,88.21
18,81096766,140.21
18,10523364,58.95
18,71708339,278.88
18,63307415,195.96
18,54367865,62.80
18,68946006,302.73
18,35305523,33.92
18,9284507,74.27
18,9905246,248.76
18,11892528,187.45
18,10439309,194.68
18,12885359,18.21
18,27454941,67.45
18,25009265,169.56
18,56028126,59.93
18,11791653,391.52
18,64904051,108.41
18,41167012,75.17
18,31690049,133.17
18,45540522,140.27
18,9256136,379.83
18,8968879,111.56
18,9098281,437.09
18,7855317,63.24
18,44091192,79.13
18,90831711,180.16
18,12625425,77.96
18,20233497,298.69
18,85055780,93.50
18,30287807,234.21
18,96773296,71.66
18,14941656,99.17
18,8642415,110.04
18,9046779,137.28
18,12445545,42.38
18,10196584,105.62
18,81053037,167.23
18,77512301,123.85
18,73900818,194.56
18,74294074,480.19
18,36254133,108.37
18,87041096,61.26
18,47092708,166.36
18,87264256,132.50
18,54026282,267.95
18,14756392,10.93
18,7552815,60.66
18,79251929,95.62
18,8372650,42.63
18,41514349,41.18
18,11960019,25.74
18,12067832,114.23
18,14212326,77.87
18,45756394,111.07
18,95514413,114.72
18,27594176,104.96
18,11542922,121.49
18,60484638,7.64
18,10663766,151.49
18,9487654,20.02
18,87003301,306.21
18,89565930,384.43
18,12096291,105.96
18,31436773,166.79
18,57677039,47.15
18,35604052,52.48
18,93684550,114.02
18,12844602,251.21
18,14425020,348.64
18,66277933,24.26
18,14010358,162.14
18,58758207,199.60
18,87001737,281.55
18,12707928,298.71
18,7915138,129.47
18,11146395,165.78
18,84645610,185.02
18,19974017,15.07
18,56080247,185.65
18,59831040,124.81
18,13401420,146.74
18,13045249,205.05
18,7803553,67.88
18,23062187,204.49
18,24864429,127.11
18,101983104,223.84
18,15039702,60.49
18,11749516,20.61
18,65815877,127.55
18,60750908,273.13
18,31657966,162.53
18,14044129,56.33
18,33258713,26.82
18,92064982,97.76
18,7559044,87.41
18,9768118,264.31
18,48634969,21.87
18,25028397,224.25
18,13249253,55.10
18,55321002,127.26
18,9621493,124.17
18,30070848,53.57
18,10280482,129.82
18,92021291,76.39
18,7658154,131.83
18,11282672,257.59
18,74207153,304.12
18,10684373,243.45
18,23042331,53.74
18,91933437,15.45
18,9453910,183.12
18,93504926,36.02
18,13218684,36.10
18,12559372,205.02
18,12527667,18.32
18,50951489,250.55
18,9240635,110.98
18,101608082,505.60
18,13704042,152.19
18,33185643,22.22
18,8044200,149.18
18,12940525,91.98
18,72893553,91.89
18,92176602,466.89
18,21671065,371.07
18,12806071,348.19
18,36990504,139.43
18,11687914,172.39
18,8847655,80.64
18,60821913,95.06
18,93191059,105.64
18,64348121,12.83
18,8843860,45.20
18,11498580,253.68
18,85568384,187.68
18,11488252,24.89
18,94952700,142.22
18,11173720,257.88
18,10415196,213.27
18,8748211,157.70
18,12531177,46.63
18,96603574,100.45
18,27148651,90.14
18,95470553,244.81
18,7547624,297.79
18,15944131,197.12
18,68856237,146.85
18,11991655,158.81
18,59330839,132.75
18,78965420,81.31
18,32505773,28.98
18,89517592,172.26
18,13650943,94.47
18,43053674,110.98
18,34345709,116.39
18,10973154,365.77
18,67471606,110.30
18,92471930,304.80
18,76502512,70.60
18,7644180,80.90
18,17297326,35.22
18,14243248,28.76
18,66329312,135.28
18,95287249,344.27
18,7680550,91.50
18,26567338,55.47
18,95756728,50.24
18,12188155,268.07
18,12145127,128.55
18,10243521,75.58
18,11597940,48.74
18,43126700,173.01
18,18392685,78.01
18,12775862,135.78
18,79193325,163.88
18,13361044,75.17
18,11401123,143.95
18,11049895,224.69
18,43583506,115.66
18,13515579,265.14
18,9404324,146.21
18,14356788,375.45
18,12331932,111.21
18,58966081,251.98
18,8699070,188.02
18,35247404,227.60
18,80409392,189.14
18,8696359,187.84
18,87225162,54.96
18,13055844,48.10
18,10230887,62.12
18,12031849,138.36
18,72050928,167.73
18,69432760,153.87
18,12244052,178.50
18,93827470,905.50
18,15184740,500.33
18,11151692,323.60
18,34647083,220.74
18,74128875,321.15
18,9221743,243.17
18,59191461,10.61
18,9340861,20.33
18,43080987,261.31
18,36414247,80.21
18,11770277,110.19
18,13189863,103.99
18,38037657,12.70
18,8697712,60.07
18,25389041,376.31
18,8159524,107.04
18,12935082,201.04
18,39828863,178.58
18,97328619,248.55
18,10145559,199.22
18,62027842,85.30
18,43639769,110.08
18,15328984,264.74
18,31930648,174.21
18,12117370,114.78
18,16423847,265.68
18,11306221,332.17
18,26768686,72.63
18,12279062,234.17
18,28499140,255.79
18,78693435,72.85
18,32634416,119.75
18,74432906,54.03
18,10557027,141.71
18,42174873,142.75
18,25831661,87.55
18,15419658,250.90
18,9705162,252.72
18,16376804,99.27
18,20231220,77.59
18,66367670,249.02
18,80791100,115.31
18,76119993,90.40
18,9930935,63.92
18,79898481,88.97
18,10124859,261.47
18,41534125,49.07
18,9756532,33.40
18,49411801,230.52
18,68429027,104.29
18,16365249,96.86
18,38300758,270.67
18,11636314,49.87
18,84243757,105.82
18,90187412,32.81
18,12173360,142.45
18,82288729,456.10
18,13214144,254.11
18,16475643,2.14
18,11183483,98.53
18,11137187,124.09
18,10589433,101.28
18,13924032,247.86
18,95273900,176.60
18,30929456,112.38
18,15330705,48.34
18,90291946,69.55
18,78179316,28.17
18,11064871,32.17
18,13378416,193.50
18,33030832,101.60
18,79151581,150.84
18,60554947,197.06
18,11195284,138.41
18,10889877,3.70
18,58942520,44.87
18,14401465,82.60
18,11346405,1138.49
18,9788057,368.92
18,15111949,89.21
18,9793002,183.87
18,10789944,33.14
18,14031188,30.83
18,8603554,185.02
18,57408432,467.48
18,10839360,150.42
18,83198907,101.29
18,13082627,432.83
18,16120930,39.65
18,56754631,137.25
18,9818547,94.25
18,12462427,8.64
18,19088961,140.75
18,97029547,208.35
18,12160897,233.25
18,9978457,100.58
18,95062305,356.86
18,46090802,92.72
18,55273468,128.89
18,73265486,203.85
18,10934628,69.08
18,88021108,162.08
18,94562808,33.51
18,14807961,23.44
18,10144065,174.15
18,59089664,93.67
18,15910198,58.55
18,37761505,58.46
18,13363690,39.90
18,34028294,515.45
18,15448276,256.20
18,24658346,180.33
18,14796493,580.65
18,87592123,427.04
18,11401467,198.37
18,7798886,125.60
18,10385507,266.12
18,38268587,164.97
18,47082713,92.90
18,8393184,114.18
18,44288638,96.86
18,9659759,83.79
18,14929846,321.47
18,12529063,149.39
18,11336489,109.67
18,23110912,75.38
18,74374719,17.35
18,22569147,276.99
18,9090196,123.55
18,20267370,29.31
18,20633904,139.41
18,33890523,464.49
18,17317758,120.69
18,12688955,97.13
18,49483207,161.60
18,66004138,382.70
18,18522208,197.15
18,13736932,163.36
18,51594048,38.69
18,9400947,99.19
18,11240508,153.54
18,11126731,158.05
18,66155313,92.92
18,14705104,50.88
18,79876820,111.02
18,12913019,209.36
18,16318698,404.24
18,9993282,13.36
18,41941485,87.78
18,29540249,82.34
18,10637522,27.21
18,10220940,148.50
18,8107796,118.89
18,82597826,155.24
18,35438706,183.36
18,66992375,88.51
18,7836002,52.70
18,9695385,333.99
18,62061799,84.17
18,29766157,193.89
18,8667414,144.57
18,11968851,17.74
18,7623594,34.66
18,76251749,127.80
18,69564296,325.63
18,14165482,195.74
18,43029879,364.82
18,8868891,167.31
18,15898070,131.23
18,67297726,79.65
18,11124118,97.48
18,16323617,241.99
18,8929092,104.05
18,14409869,256.52
18,12298318,342.74
18,75444656,221.58
18,11461076,198.35
18,56404091,136.54
18,89631295,34.87
18,68467849,164.06
18,71678666,143.66
18,16170628,47.37
18,15415658,18.83
18,40640636,313.55
18,15136088,80.45
18,73173099,22.85
18,23751035,212.58
18,74627830,251.92
18,13993321,341.75
18,55965936,70.17
18,10504149,47.47
18,12094233,65.07
18,11906636,19.25
18,11523306,490.71
18,14770434,0.82
18,84347924,13.82
18,24768376,65.67
18,14538858,234.32
18,95940379,148.21
18,13671873,79.07
18,13963411,177.17
18,10232691,98.07
18,68959020,55.88
18,14075731,170.14
18,12194916,51.64
18,7973913,34.98
18,37674666,408.07
18,11908463,62.94
18,26308654,169.50
18,16399995,333.38
18,37843254,47.41
18,42490297,41.37
18,15022953,81.02
18,51593689,362.71
18,29748948,348.68
18,65776889,426.17
18,45996259,120.96
18,27281398,69.30
18,7604084,98.50
18,12086628,26.66
18,13716970,102.57
18,41036709,115.79
18,66718330,256.26
18,7638209,94.88
18,11635225,203.64
18,31501420,227.80
18,33894891,24.59
18,11312303,599.17
18,13816402,74.79
18,95442999,249.83
18,102080449,82.21
18,66391382,250.76
18,11220434,314.89
18,9834787,289.56
18,11738052,274.88
18,13742128,168.76
18,9703202,149.74
18,17838818,142.26
18,12801770,196.97
18,27248689,17.60
18,76932150,194.04
18,83682554,132.95
18,101790656,308.16
18,12011242,97.70
18,11174512,42.45
18,68706964,41.21
18,9714907,82.83
18,62069307,114.13
18,41246293,139.90
18,10839770,240.86
18,27669726,43.91
18,35629120,326.79
18,15435646,274.37
18,56228117,134.82
18,46355821,84.39
18,17114925,31.33
18,38106290,254.45
18,9662550,27.81
18,11771996,312.20
18,13464473,211.26
18,82797179,579.05
18,76875953,160.91
18,9978966,40.89
18,9307765,406.43
18,37970853,148.75
18,78749084,188.10
18,14129337,19.64
18,44673878,99.20
18,49417200,211.30
18,86586528,171.67
18,94658112,138.16
18,8074051,177.51
18,13530149,44.08
18,13690794,10.59
18,20643193,347.99
18,14413252,198.90
18,50747104,26.95
18,90405866,74.79
18,22879483,108.20
18,11187006,112.02
18,14247163,404.36
18,10623320,127.38
18,16162874,40.95
18,42011902,139.02
18,13076613,1224.33
18,85038455,255.15
18,15301992,181.26
18,10491228,41.69
18,12781732,45.88
18,11061539,186.64
18,25396152,88.29
18,9143616,30.99
18,79238458,100.03
18,16225467,25.80
18,14311432,149.92
18,15075327,185.69
18,18196462,126.09
18,45720429,272.53
18,14012020,209.82
18,14235549,75.17
18,17755929,110.43
18,15483802,85.47
18,43227072,33.89
18,8252389,63.17
18,75895269,169.68
18,61430343,63.21
18,11073633,13.85
18,15391463,29.69
18,7863644,132.18
18,10112332,145.73
18,12108992,54.08
18,13415978,360.64
18,11140261,181.95
18,53671434,35.01
18,7624355,125.68
18,16261259,109.84
18,33711387,144.17
18,84789910,19.81
18,88904439,218.64
18,13011038,240.50
18,10452341,271.15
18,14144787,217.57
18,93459195,194.59
18,46483648,34.07
18,9388975,141.60
18,12973424,16.12
18,8917824,105.20
18,86827233,198.17
18,9486576,90.27
18,14242323,41.03
18,96415899,175.99
18,13372518,200.48
18,21324772,66.30
18,11028917,329.52
18,49429822,127.43
18,12710983,56.42
18,25306801,135.28
18,8129746,16.17
18,9665689,177.33
18,71530859,258.12
18,42161527,177.77
18,77163771,123.40
18,24038997,20.23
18,13526703,120.02
18,8565423,69.83
18,12293473,46.26
18,58255743,30.75
18,13946111,226.79
18,56330552,47.45
18,11850050,214.36
18,40031000,48.83
18,7903523,118.28
18,13573305,41.71
18,16538543,292.34
18,13109179,104.64
18,22159352,388.61
18,8199730,37.08
18,34571048,124.40
18,12528350,120.42
18,77132164,35.25
18,24341356,341.64
18,15533736,162.55
18,9844673,119.87
18,28781270,392.50
18,73903040,92.05
18,17753799,194.83
18,7904486,87.46
18,14113083,248.85
18,54270902,105.02
18,86943611,137.67
18,12397290,127.69
18,11669659,93.28
18,12971134,131.51
18,41113864,348.37
18,77312109,195.18
18,46259666,104.91
18,45766512,293.51
18,11281408,160.78
18,74488466,42.77
18,36455468,68.90
18,7815998,21.31
18,10199971,134.79
18,9000281,28.60
18,12216665,107.12
18,11740164,1796.35
18,20284825,267.15
18,33864996,57.75
18,13900070,138.83
18,44530388,10.32
18,10310680,30.81
18,24757568,86.94
18,12767728,91.68
18,8980824,31.55
18,29844005,118.46
18,24844510,144.52
18,58181182,61.82
18,82503408,78.95
18,11276811,42.54
18,21209261,51.42
18,59803498,96.88
18,81562495,87.18
18,11398923,114.40
18,62252141,101.88
18,11871360,177.53
18,51146089,276.47
18,12416969,115.22
18,41666285,149.99
18,45884115,46.32
18,12009077,17.26
18,15367163,206.38
18,13676156,163.74
18,34912664,16.76
18,7560627,129.26
18,14498467,100.94
18,54918826,140.70
18,11489832,35.72
18,47622964,125.17
18,15142284,134.10
18,12625443,106.09
18,41016896,288.43
18,10277066,100.41
18,61060586,66.66
18,11664411,301.83
18,8014265,87.29
18,64479704,175.17
18,15568615,21.70
18,32872429,124.14
18,47116016,54.99
18,36277263,46.55
18,11754084,40.29
18,10852950,153.84
18,13777074,46.48
18,15054876,74.99
18,9216958,40.70
18,94700952,126.53
18,10266169,140.54
18,9227339,267.94
18,77025243,21.57
18,10158826,2.31
18,91931178,175.14
18,13917866,147.34
18,79910023,296.84
18,10374425,292.06
18,15026966,131.46
18,15679701,26.70
18,15521386,68.21
18,24820208,160.17
18,13973220,169.05
18,7843560,43.88
18,61106053,98.78
18,8036083,272.11
18,36279338,73.26
18,15385374,30.06
18,9606566,237.85
18,58865774,51.17
18,29695853,272.87
18,72917469,82.79
18,12390293,69.68
18,76863472,225.95
18,98860992,25.82
18,80709407,116.91
18,12741643,153.38
18,15620775,103.51
18,12222179,76.70
18,30028048,215.71
18,12368973,185.40
18,27960464,139.15
18,11972621,40.93
18,64465139,272.61
18,30392426,49.60
18,48083409,89.81
18,43203566,44.18
18,10150186,23.91
18,9826089,110.82
18,63449642,49.86
18,10438512,66.69
18,10041011,43.83
18,8843475,342.94
18,14503451,205.39
18,8860305,94.98
18,8579285,166.83
18,62636973,191.39
18,39716144,40.26
18,45459955,190.44
18,8979306,223.68
18,16102683,196.07
18,79578951,272.36
18,84338155,124.75
18,21034733,174.31
18,90827703,14.02
18,7877649,56.07
18,10436505,51.27
18,11415983,128.74
18,30146247,281.88
18,13380776,79.27
18,13261671,118.47
18,9355434,4.44
18,67010454,8.71
18,72789994,152.17
18,23908114,40.10
18,11558116,110.07
18,8163178,37.42
18,48495648,225.67
18,80744831,103.60
18,15253915,229.40
18,8384167,110.02
18,16010342,14.47
18,11709275,318.85
18,51701371,47.17
18,92677043,351.87
18,17724261,159.46
18,10914026,110.37
18,83591227,101.09
18,11531888,164.16
18,15179601,328.61
18,15131596,44.73
18,69108959,100.49
18,16073459,45.92
18,37116383,30.43
18,10586470,48.79
18,10270468,121.24
18,16019560,598.98
18,13876570,22.86
18,43311575,35.45
18,12206172,136.82
18,12260249,75.31
18,11962403,171.74
18,33734337,168.10
18,7775207,78.87
18,86880729,96.83
18,14427689,76.01
18,13643174,158.61
18,60891949,9.12
18,86887616,312.21
18,74748064,106.03
18,26182869,310.50
18,73600201,168.66
18,47556779,378.04
18,10023520,194.56
18,28531451,207.64
18,12637802,129.64
18,94124150,139.64
18,36770218,186.50
18,62554568,283.76
18,14533582,150.45
18,92503033,96.82
18,68975409,115.47
18,18296939,23.46
18,63879251,76.39
18,14468010,89.37
18,80517779,168.60
18,89804291,187.54
18,13113626,125.79
18,10765333,167.17
18,14205981,59.33
18,42132200,37.73
18,67734100,63.52
18,95825259,106.56
18,89833947,225.02
18,37447705,420.96
18,12879963,132.75
18,8967190,66.20
18,74252332,52.03
18,72818440,238.38
18,25245458,16.16
18,79880424,225.22
18,16532377,83.28
18,13361636,47.12
18,24600014,163.48
18,32372507,27.10
18,15204052,151.40
18,79113478,218.56
18,12678499,59.74
18,13707557,170.46
18,11686614,80.90
18,40482120,280.71
18,10447796,151.40
18,24603643,264.87
18,10301069,120.76
18,40061413,213.22
18,25945919,122.54
18,70823850,83.85
18,10904815,43.17
18,72995690,274.74
18,55127777,13.35
18,24611370,306.64
18,12140633,144.51
18,63737093,95.24
18,22548145,121.03
18,96833578,275.61
18,79328554,54.73
18,48071408,104.11
18,80934595,11.28
18,20888219,45.40
18,25086426,104.17
18,34236662,38.29
18,12203495,132.30
18,98414188,75.82
18,43128657,17.97
18,72016109,305.19
18,28289494,65.38
18,9887196,96.30
18,14885874,338.42
18,63040027,117.58
18,84686600,287.29
18,87027495,125.57
18,14339379,54.85
18,87074170,294.59
18,14657128,187.82
18,13662632,47.47
18,34510314,205.08
18,41486921,117.84
18,8966356,170.72
19,60940394,95.18
19,12298318,350.15
19,62136764,176.99
19,16507707,82.32
19,59831040,93.72
19,55965936,154.17
19,9353642,109.26
19,11073633,35.07
19,87225162,69.78
19,13515579,187.63
19,11401123,115.72
19,16120930,22.97
19,12160897,260.46
19,31449475,261.09
19,10023520,236.88
19,47556779,201.46
19,47082713,45.92
19,57695589,10.25
19,14929846,312.44
19,23110912,423.47
19,82338311,444.03
19,40640636,90.16
19,26706733,226.35
19,9290026,115.70
19,68959020,15.42
19,41246293,109.95
19,20267370,210.16
19,13157479,160.13
19,9714907,100.64
19,14075731,146.13
19,11738052,291.92
19,15679701,37.22
19,61346698,282.39
19,13923568,51.35
19,39828863,251.55
19,77312109,59.20
19,10904815,20.94
19,12913019,301.77
19,9578146,144.46
19,72995690,152.82
19,16318698,240.14
19,83396158,53.89
19,35629120,465.47
19,24603643,364.52
19,68706964,69.12
19,41036709,149.91
19,14733308,173.68
19,13736932,168.39
19,63817856,105.39
19,13265508,78.54
19,10447796,170.38
19,7881936,94.36
19,7704744,305.56
19,8687701,90.72
19,9932753,75.44
19,11151692,343.82
19,14471646,359.18
19,9703202,280.52
19,9395897,118.43
19,22317165,180.00
19,11126731,250.40
19,10059409,61.22
19,11558116,24.50
19,12206172,1059.35
19,11636314,7.95
19,92503033,123.33
19,11240508,679.66
19,10876442,160.84
19,13568106,136.68
19,86887616,342.60
19,54372077,174.61
19,9848616,211.44
19,15372549,75.90
19,10196584,11.44
19,8490963,276.32
19,63795901,384.96
19,8240035,107.17
19,11814031,65.56
19,15435646,224.25
19,18392685,168.12
19,11174512,71.21
19,12678499,116.49
19,32372507,8.66
19,62061799,287.14
19,23180790,94.64
19,90291946,75.96
19,76251749,27.54
19,13924032,54.33
19,12940525,112.37
19,93459195,194.30
19,90405866,57.71
19,8789288,162.65
19,65916472,94.07
19,92064982,50.11
19,82043513,79.25
19,15400610,30.24
19,87074170,351.14
19,15521386,293.77
19,13847146,175.44
19,44705022,236.55
19,9284507,67.79
19,14503451,14.92
19,20643193,27.36
19,10230887,87.06
19,62860718,196.44
19,9446064,233.87
19,9227339,119.86
19,15367160,368.89
19,12390293,48.65
19,24649432,87.23
19,12936916,312.41
19,51612169,18.21
19,72917469,15.15
19,10623320,21.16
19,8509351,63.52
19,70823850,260.06
19,18196462,202.42
19,13082627,265.97
19,8748211,140.14
19,93191059,216.78
19,76758165,47.60
19,9355434,106.30
19,87001737,460.03
19,9487654,14.82
19,15179601,387.90
19,12305813,147.36
19,9256136,124.11
19,34345709,37.01
19,23347855,95.20
19,8642415,106.00
19,90827703,92.39
19,10542779,83.94
19,14425020,489.74
19,10839360,107.74
19,82097199,29.15
19,92471930,116.30
19,13133208,273.54
19,43639769,107.82
19,8129746,42.49
19,58942520,57.98
19,77991513,445.73
19,10663766,254.96
19,62636973,84.07
19,15139672,20.41
19,22848448,134.23
19,12331932,162.94
19,11433249,192.83
19,8743166,39.35
19,37692785,19.56
19,10374425,312.31
19,12361013,218.56
19,7623611,194.82
